Port,Value,Time Stamp
PTN003,1327.39,19.99319553
PTN003,1333.32,20.01547933
PTN003,1329.15,20.03748369
PTN003,1325.74,20.05958414
PTN003,1334.46,20.08166647
PTN003,1328.02,20.10324216
PTN003,1319.55,20.12475872
PTN003,1317.79,20.14632773
PTN003,1321.7,20.16815948
PTN003,1322.96,20.19053388
PTN003,1324.86,20.21287107
PTN003,1329.66,20.23515368
PTN003,1321.95,20.25690675
PTN003,1320.31,20.27846122
PTN003,1321.58,20.30011535
PTN003,1317.53,20.3217783
PTN003,1310.46,20.34338617
PTN003,1317.79,20.36523128
PTN003,1318.42,20.38721871
PTN003,1311.09,20.40906453
PTN003,1319.81,20.43151903
PTN003,1321.45,20.45375657
PTN003,1321.2,20.47617173
PTN003,1323.85,20.49842191
PTN003,1320.06,20.52021122
PTN003,1317.28,20.54246545
